timestamp,L0,L1,L2,L3,dX,dY,dZ
2025-10-20 10:38:54.410,2.500421,2.079683,1.910033,2.080941,-1.831797,-1.261584,-0.186632
2025-10-20 10:38:54.423,2.500255,2.079683,1.909456,2.080312,-1.834166,-1.263308,-0.186137
2025-10-20 10:38:54.424,2.500255,2.079683,1.910033,2.080312,-1.830577,-1.267160,-0.186665
2025-10-20 10:38:54.424,2.447343,2.038883,1.911187,2.077170,-1.319425,-1.211251,-0.251876
2025-10-20 10:38:54.425,2.392490,2.011709,1.914653,2.074202,-1.013675,-1.043769,-0.231988
2025-10-20 10:38:54.426,2.371476,2.001130,1.916387,2.073576,-0.957189,-0.947048,-0.207542
2025-10-20 10:38:54.427,2.317725,1.980207,1.918887,2.071342,-0.915261,-0.675642,-0.114373
2025-10-20 10:38:54.428,2.284738,1.966562,1.922358,2.071967,-0.922803,-0.438917,-0.063387
2025-10-20 10:38:54.428,2.234378,1.955084,1.927010,2.071342,-0.857009,-0.124063,-0.021569
2025-10-20 10:38:54.428,2.203257,1.944194,1.928756,2.070717,-0.777948,0.154234,-0.012942
2025-10-20 10:38:54.675,2.168268,1.933620,1.931870,2.071342,-0.640270,0.369916,-0.032444
2025-10-20 10:38:54.690,2.129607,1.921195,1.937745,2.071967,-0.452223,0.447126,-0.073561
2025-10-20 10:38:54.691,2.129607,1.921195,1.938331,2.071342,-0.456257,0.447903,-0.072005
2025-10-20 10:38:54.691,2.130251,1.921204,1.937706,2.071342,-0.461829,0.449780,-0.070660
2025-10-20 10:38:54.691,2.130251,1.921195,1.937159,2.071342,-0.463032,0.447223,-0.070363
2025-10-20 10:38:54.691,2.129607,1.920614,1.937159,2.071342,-0.462292,0.452952,-0.070444
2025-10-20 10:38:54.691,2.129607,1.920614,1.937159,2.071967,-0.456969,0.455141,-0.072290
2025-10-20 10:38:54.691,2.130251,1.921204,1.937745,2.071967,-0.456483,0.452106,-0.072532
2025-10-20 10:38:54.691,2.130251,1.921195,1.937159,2.071342,-0.463032,0.447223,-0.070363
2025-10-20 10:38:54.692,1.931668,1.978849,2.130895,2.049441,1.113384,-1.677186,0.096511
2025-10-20 10:38:55.086,1.929339,1.966090,2.136695,2.055636,1.145003,-1.697677,0.106637
2025-10-20 10:38:55.099,1.929921,1.967155,2.137340,2.056256,1.149175,-1.701908,0.106649
2025-10-20 10:38:55.100,1.929921,1.966685,2.137340,2.056256,1.148366,-1.699421,0.106802
2025-10-20 10:38:55.100,1.929339,1.967155,2.137340,2.055975,1.149377,-1.706704,0.107024
2025-10-20 10:38:55.100,1.929921,1.967155,2.136695,2.056256,1.149670,-1.701179,0.105589
2025-10-20 10:38:55.101,1.929921,1.967280,2.137340,2.056256,1.149391,-1.702570,0.106608
2025-10-20 10:38:55.101,1.929921,1.966685,2.136695,2.055636,1.143369,-1.693807,0.106350
2025-10-20 10:38:55.101,1.929921,1.966685,2.136695,2.056256,1.148843,-1.698698,0.105744
2025-10-20 10:38:55.101,1.929921,1.966562,2.137340,2.056256,1.148154,-1.698766,0.106841
2025-10-20 10:38:55.101,1.929921,1.967155,2.137340,2.056256,1.149175,-1.701908,0.106649
2025-10-20 10:38:55.495,1.929921,1.966562,2.137340,2.056256,1.148154,-1.698766,0.106841
2025-10-20 10:38:55.521,1.929921,1.966562,2.137340,2.055975,1.145678,-1.696548,0.107117
2025-10-20 10:38:55.522,1.929921,1.967280,2.137340,2.056256,1.149391,-1.702570,0.106608
2025-10-20 10:38:55.522,1.929921,1.966562,2.137340,2.056256,1.148154,-1.698766,0.106841
2025-10-20 10:38:55.523,1.929921,1.967155,2.136695,2.056256,1.149670,-1.701179,0.105589
2025-10-20 10:38:55.523,1.929921,1.966685,2.136695,2.056876,1.154309,-1.703576,0.105137
2025-10-20 10:38:55.523,1.929339,1.966562,2.137340,2.056256,1.150831,-1.705789,0.106940
2025-10-20 10:38:55.523,1.929921,1.966685,2.137340,2.055975,1.145891,-1.697202,0.107077
2025-10-20 10:38:55.523,1.929921,1.967155,2.137340,2.055636,1.143726,-1.697005,0.107255
2025-10-20 10:38:55.523,1.929921,1.966562,2.137340,2.055636,1.142692,-1.693872,0.107449
2025-10-20 10:38:55.805,1.929921,1.966685,2.136695,2.056256,1.148843,-1.698698,0.105744
2025-10-20 10:38:55.825,1.929921,1.967155,2.137340,2.056256,1.149175,-1.701908,0.106649
2025-10-20 10:38:55.827,1.929921,1.966562,2.137340,2.056256,1.148154,-1.698766,0.106841
2025-10-20 10:38:55.827,1.929921,1.966685,2.136695,2.055975,1.146362,-1.696482,0.106019
2025-10-20 10:38:55.827,1.929339,1.967280,2.137340,2.056256,1.152063,-1.709591,0.106710
2025-10-20 10:38:55.828,1.929921,1.966685,2.137340,2.056256,1.148366,-1.699421,0.106802
2025-10-20 10:38:55.828,1.929921,1.967155,2.137340,2.056256,1.149175,-1.701908,0.106649
2025-10-20 10:38:55.828,1.929921,1.966685,2.137340,2.056256,1.148366,-1.699421,0.106802
2025-10-20 10:38:55.830,1.929921,1.966685,2.137340,2.056256,1.148366,-1.699421,0.106802
