timestamp,L0,L1,L2,L3,dX,dY,dZ
2025-10-20 10:26:20.095,2.453372,2.456452,2.399003,2.380056,0.758319,-1.197046,-0.823457
2025-10-20 10:26:20.111,2.453260,2.456337,2.399055,2.380118,0.758689,-1.195572,-0.823524
2025-10-20 10:26:20.112,2.453597,2.456337,2.399003,2.380087,0.756584,-1.196736,-0.823766
2025-10-20 10:26:20.112,2.453484,2.456337,2.399003,2.379369,0.757882,-1.198540,-0.823646
2025-10-20 10:26:20.113,2.453484,2.456568,2.399003,2.379369,0.758656,-1.199937,-0.823466
2025-10-20 10:26:20.114,2.454001,2.456452,2.399055,2.380087,0.754767,-1.197928,-0.824156
2025-10-20 10:26:20.114,2.453260,2.455596,2.399003,2.379399,0.756674,-1.193500,-0.823995
2025-10-20 10:26:20.115,2.453372,2.455825,2.399003,2.379369,0.756819,-1.195209,-0.823929
2025-10-20 10:26:20.116,2.453484,2.456452,2.399003,2.380087,0.757632,-1.197194,-0.823567
2025-10-20 10:26:20.116,2.453597,2.455710,2.399003,2.380087,0.754469,-1.192950,-0.824247
2025-10-20 10:26:20.516,2.453260,2.456337,2.399003,2.379399,0.759167,-1.197980,-0.823427
2025-10-20 10:26:20.536,2.453372,2.456568,2.399003,2.380087,0.758680,-1.197655,-0.823368
2025-10-20 10:26:20.539,2.452854,2.456337,2.399055,2.380087,0.761112,-1.194811,-0.823125
2025-10-20 10:26:20.539,2.453260,2.456452,2.399003,2.380087,0.758949,-1.196722,-0.823348
2025-10-20 10:26:20.539,2.453484,2.456452,2.399003,2.379369,0.758269,-1.199238,-0.823556
2025-10-20 10:26:20.540,2.453484,2.456337,2.399055,2.379369,0.758038,-1.198177,-0.823731
2025-10-20 10:26:20.540,2.453484,2.456222,2.399003,2.380087,0.756855,-1.195802,-0.823746
2025-10-20 10:26:20.540,2.453372,2.456337,2.399003,2.380087,0.757902,-1.196261,-0.823547
2025-10-20 10:26:20.540,2.453597,2.456222,2.399003,2.380118,0.756167,-1.195951,-0.823856
2025-10-20 10:26:20.541,2.453484,2.456337,2.399003,2.380087,0.757243,-1.196498,-0.823657
2025-10-20 10:26:20.798,2.453260,2.456452,2.399003,2.380087,0.758949,-1.196722,-0.823348
2025-10-20 10:26:20.798,2.452743,2.456337,2.399003,2.380087,0.761614,-1.194945,-0.822929
2025-10-20 10:26:20.799,2.453372,2.456337,2.399003,2.380087,0.757902,-1.196261,-0.823547
2025-10-20 10:26:20.799,2.453484,2.456222,2.398330,2.380118,0.754780,-1.200450,-0.822629
2025-10-20 10:26:20.799,2.453260,2.456452,2.399003,2.379369,0.759581,-1.198764,-0.823337
2025-10-20 10:26:20.799,2.453260,2.456337,2.398279,2.379369,0.757015,-1.203149,-0.822228
2025-10-20 10:26:20.799,2.453260,2.456568,2.399003,2.379399,0.759942,-1.199376,-0.823248
2025-10-20 10:26:20.799,2.453260,2.456452,2.399055,2.380087,0.759106,-1.196356,-0.823434
2025-10-20 10:26:20.800,2.453372,2.456337,2.399055,2.379369,0.758694,-1.197940,-0.823622
2025-10-20 10:26:20.800,2.453260,2.456452,2.399003,2.379369,0.759581,-1.198764,-0.823337
2025-10-20 10:26:21.103,2.453260,2.456452,2.399003,2.380087,0.758949,-1.196722,-0.823348
2025-10-20 10:26:21.116,2.453260,2.456337,2.398330,2.379399,0.757142,-1.202704,-0.822313
2025-10-20 10:26:21.117,2.453484,2.456337,2.399003,2.380087,0.757243,-1.196498,-0.823657
2025-10-20 10:26:21.118,2.453484,2.456568,2.399003,2.380087,0.758021,-1.197892,-0.823477
2025-10-20 10:26:21.118,2.453484,2.456222,2.399003,2.379369,0.757496,-1.197844,-0.823735
2025-10-20 10:26:21.118,2.453484,2.456337,2.399003,2.379399,0.757855,-1.198453,-0.823646
2025-10-20 10:26:21.118,2.453260,2.455710,2.399055,2.379399,0.757216,-1.193830,-0.823993
2025-10-20 10:26:21.118,2.453372,2.456222,2.399003,2.379369,0.758152,-1.197607,-0.823625
2025-10-20 10:26:21.118,2.453260,2.456452,2.399003,2.380087,0.758949,-1.196722,-0.823348
2025-10-20 10:26:21.118,2.453260,2.456337,2.399003,2.380118,0.758532,-1.195937,-0.823438
2025-10-20 10:26:21.391,2.453260,2.456337,2.399003,2.380087,0.758560,-1.196026,-0.823437
2025-10-20 10:26:21.392,2.453372,2.456222,2.399003,2.380087,0.757514,-1.195566,-0.823636
2025-10-20 10:26:21.392,2.453484,2.456337,2.399003,2.379399,0.757855,-1.198453,-0.823646
