timestamp,L0,L1,L2,L3,dX,dY,dZ
2025-10-16 13:29:21.045,2.737292,2.670256,2.702213,2.709161,NaN,NaN,NaN
2025-10-16 13:29:21.047,2.737661,2.669885,2.702213,2.709583,NaN,NaN,NaN
2025-10-16 13:29:21.047,2.736834,2.669885,2.702213,2.708764,NaN,NaN,NaN
2025-10-16 13:29:21.048,2.736834,2.670690,2.702213,2.709583,NaN,NaN,NaN
2025-10-16 13:29:21.048,2.737661,2.670256,2.702213,2.709161,NaN,NaN,NaN
2025-10-16 13:29:21.048,2.736834,2.670256,2.702213,2.709161,NaN,NaN,NaN
2025-10-16 13:29:21.048,2.736834,2.669821,2.702213,2.709161,NaN,NaN,NaN
2025-10-16 13:29:21.049,2.736834,2.670256,2.702213,2.709161,NaN,NaN,NaN
2025-10-16 13:29:21.051,2.737661,2.670256,2.702213,2.709979,NaN,NaN,NaN
2025-10-16 13:29:21.051,2.737661,2.669450,2.703029,2.709161,NaN,NaN,NaN
