timestamp,L0,L1,L2,L3,dX,dY,dZ
2025-10-16 13:14:55.078,2.747700,2.747700,2.748058,2.748058,1.135099,0.969529,0.315884
2025-10-16 13:14:55.091,2.677088,2.676280,2.676280,2.676280,-17.105871,-14.641394,-15.340559
2025-10-16 13:14:55.092,2.706310,2.706710,2.706710,2.706710,0.270935,0.061919,0.169926
2025-10-16 13:15:08.809,2.747700,2.677088,2.706310,2.718639,NaN,NaN,NaN
2025-10-16 13:15:08.835,2.747700,2.676280,2.706710,2.717774,NaN,NaN,NaN
2025-10-16 13:15:08.836,2.748058,2.676280,2.706710,2.718206,NaN,NaN,NaN
2025-10-16 13:15:08.838,2.748058,2.676280,2.706710,2.717774,NaN,NaN,NaN
2025-10-16 13:15:08.839,2.747700,2.676280,2.706710,2.719027,NaN,NaN,NaN
2025-10-16 13:15:08.841,2.748058,2.676280,2.706710,2.718206,NaN,NaN,NaN
2025-10-16 13:15:08.841,2.747700,2.676280,2.706710,2.718639,NaN,NaN,NaN
2025-10-16 13:15:08.841,2.747229,2.676280,2.706710,2.718206,NaN,NaN,NaN
2025-10-16 13:15:08.841,2.747700,2.676280,2.706292,2.718206,NaN,NaN,NaN
2025-10-16 13:15:08.842,2.747700,2.676280,2.706710,2.718206,NaN,NaN,NaN
