timestamp,L0,L1,L2,L3,dX,dY,dZ
2025-10-16 13:16:18.497,2.690014,2.689202,2.690014,2.689598,-4.352588,-4.350129,-4.353803
2025-10-16 13:16:18.521,2.583839,2.584104,2.583839,2.583839,10.356512,10.357913,10.356550
2025-10-16 13:16:18.524,2.634534,2.634208,2.635002,2.634208,-3.856133,-3.855734,-3.856635
2025-10-16 13:16:23.205,2.690014,2.583839,2.634534,2.681939,NaN,NaN,NaN
2025-10-16 13:16:23.233,2.689202,2.584104,2.634208,2.682325,NaN,NaN,NaN
2025-10-16 13:16:23.235,2.690014,2.583839,2.635002,2.682325,NaN,NaN,NaN
2025-10-16 13:16:23.236,2.689598,2.583839,2.634208,2.682325,NaN,NaN,NaN
2025-10-16 13:16:23.236,2.689598,2.583839,2.634065,2.683135,NaN,NaN,NaN
2025-10-16 13:16:23.237,2.690014,2.583587,2.634534,2.682325,NaN,NaN,NaN
2025-10-16 13:16:23.237,2.690014,2.584104,2.634208,2.682325,NaN,NaN,NaN
2025-10-16 13:16:23.237,2.690014,2.584104,2.635002,2.682325,NaN,NaN,NaN
2025-10-16 13:16:23.237,2.690014,2.584104,2.634208,2.682325,NaN,NaN,NaN
2025-10-16 13:16:23.238,2.689202,2.583852,2.634534,2.682712,NaN,NaN,NaN
