timestamp,L0,L1,L2,L3,dX,dY,dZ
2025-10-16 14:37:07.998,2.658714,2.570879,2.602951,2.627539,NaN,NaN,NaN
2025-10-16 14:37:07.999,2.659071,2.571655,2.603449,2.627539,NaN,NaN,NaN
2025-10-16 14:37:08.000,2.658714,2.571655,2.602664,2.627539,NaN,NaN,NaN
2025-10-16 14:37:08.000,2.658625,2.571128,2.602664,2.627539,NaN,NaN,NaN
2025-10-16 14:37:08.000,2.659071,2.571128,2.602951,2.626746,NaN,NaN,NaN
2025-10-16 14:37:08.001,2.658268,2.571655,2.602951,2.627539,NaN,NaN,NaN
2025-10-16 14:37:08.001,2.659071,2.571128,2.602951,2.627539,NaN,NaN,NaN
2025-10-16 14:37:08.001,2.658714,2.571655,2.602951,2.627539,NaN,NaN,NaN
2025-10-16 14:37:08.002,2.658268,2.571655,2.602951,2.627539,NaN,NaN,NaN
2025-10-16 14:37:08.002,2.658714,2.570879,2.602951,2.627539,NaN,NaN,NaN
