Time,Tx,Ty,Tz,Roll,Pitch,Yaw,S0_L0,S0_L1,S0_L2,S0_L3
1779275062.4904695,-5.0,-5.0,-5.0,0,0,0,10.102857506031652,13.766217823520343,13.674060473874109,13.759881849023738
1779275062.4944685,-5.0,-5.0,-5.0,0,0,0,10.102889183607692,13.766125739933413,13.674409644081647,13.759972133715465
1779275062.4974697,-5.0,-5.0,-5.0,0,0,0,10.102889183607692,13.766125739933413,13.674409644081647,13.759972133715465
1779275062.5004687,-5.0,-5.0,-5.0,0,0,0,10.102889183607692,13.765854706813107,13.674409644081647,13.759972133715465
1779275062.5034688,-5.0,-5.0,-5.0,0,0,0,10.102889183607692,13.765854706813107,13.674149915214707,13.759972133715465
1779275062.5074742,-5.0,-5.0,-5.0,0,0,0,10.102889183607692,13.765854706813107,13.674149915214707,13.759972133715465
1779275063.428198,-5.0,-4.0,-5.0,0,0,0,10.102622659683572,13.763321976522796,13.679443997251518,13.76033501768963
1779275063.4321942,-5.0,-4.0,-5.0,0,0,0,10.102622659683572,13.76367978215644,13.679354503963838,13.760244729426342
1779275063.435195,-5.0,-4.0,-5.0,0,0,0,10.102622659683572,13.763321976522796,13.679354503963838,13.760244729426342
1779275063.4391963,-5.0,-4.0,-5.0,0,0,0,10.102622659683572,13.763321976522796,13.679535212467687,13.760244729426342
1779275063.4421992,-5.0,-4.0,-5.0,0,0,0,10.102622659683572,13.763321976522796,13.679535212467687,13.760152705764733
1779275063.4461975,-5.0,-4.0,-5.0,0,0,0,10.102622659683572,13.763321976522796,13.679535212467687,13.760152705764733
1779275064.4463892,-5.0,-3.0,-5.0,0,0,0,10.102422773661718,13.760062419295794,13.685364551600939,13.761055619330328
1779275064.4493868,-5.0,-3.0,-5.0,0,0,0,10.102356146306049,13.759972133715465,13.68554537921015,13.760607624184148
1779275064.4533875,-5.0,-3.0,-5.0,0,0,0,10.102356146306049,13.759972133715465,13.68554537921015,13.761062565163732
1779275064.4563854,-5.0,-3.0,-5.0,0,0,0,10.102356146306049,13.759972133715465,13.68554537921015,13.761062565163732
1779275064.4593885,-5.0,-3.0,-5.0,0,0,0,10.102222893572089,13.759972133715465,13.68554537921015,13.761062565163732
1779275064.4636388,-5.0,-3.0,-5.0,0,0,0,10.102222893572089,13.760152705764733,13.68554537921015,13.761062565163732
1779275065.477158,-5.0,-2.0,-5.0,0,0,0,10.102089643474567,13.756260776565442,13.692181647480131,13.761147652049713
1779275065.4803913,-5.0,-2.0,-5.0,0,0,0,10.10202301941445,13.755988299230857,13.69219198811149,13.761510582527096
1779275065.483113,-5.0,-2.0,-5.0,0,0,0,10.10202301941445,13.755988299230857,13.69219198811149,13.761510582527096
1779275065.4861255,-5.0,-2.0,-5.0,0,0,0,10.102089643474567,13.755988299230857,13.69219198811149,13.761510582527096
1779275065.4893043,-5.0,-2.0,-5.0,0,0,0,10.102089643474567,13.756170528398748,13.69219198811149,13.761510582527096
1779275065.4925244,-5.0,-2.0,-5.0,0,0,0,10.102089643474567,13.756170528398748,13.69219198811149,13.761510582527096
1779275066.514711,-5.0,-1.0,-5.0,0,0,0,10.101721581084634,13.750928981195246,13.699195284903674,13.761783223956277
1779275066.5177064,-5.0,-1.0,-5.0,0,0,0,10.101622196766817,13.750928981195246,13.699367762728864,13.761873527362331
1779275066.5217087,-5.0,-1.0,-5.0,0,0,0,10.101622196766817,13.750928981195246,13.699195284903674,13.761873527362331
1779275066.5247045,-5.0,-1.0,-5.0,0,0,0,10.101622196766817,13.750928981195246,13.699195284903674,13.76196383165723
1779275066.5277088,-5.0,-1.0,-5.0,0,0,0,10.101654960665579,13.750928981195246,13.699195284903674,13.76196383165723
1779275066.530705,-5.0,-1.0,-5.0,0,0,0,10.101654960665579,13.750928981195246,13.699195284903674,13.76196383165723
1779275067.4087238,-5.0,0.0,-5.0,0,0,0,10.101321868455665,13.745329857874959,13.705480754843203,13.762503939361025
1779275067.411727,-5.0,0.0,-5.0,0,0,0,10.101321868455665,13.745329857874959,13.705480754843203,13.762413629749897
1779275067.4147239,-5.0,0.0,-5.0,0,0,0,10.10125525199069,13.745329857874959,13.705480754843203,13.762413629749897
1779275067.417724,-5.0,0.0,-5.0,0,0,0,10.10125525199069,13.745329857874959,13.705480754843203,13.762413629749897
1779275067.4197202,-5.0,0.0,-5.0,0,0,0,10.10125525199069,13.745510141774197,13.705480754843203,13.762413629749897
1779275067.4227722,-5.0,0.0,-5.0,0,0,0,10.10125525199069,13.745510141774197,13.705753458876117,13.762413629749897
1779275068.2989755,-5.0,1.0,-5.0,0,0,0,10.100755103514556,13.738916486233752,13.711426857747503,13.7630492893651
1779275068.3029752,-5.0,1.0,-5.0,0,0,0,10.100888327208288,13.738916486233752,13.711426857747503,13.7630492893651
1779275068.305976,-5.0,1.0,-5.0,0,0,0,10.100888327208288,13.738916486233752,13.711426857747503,13.7630492893651
1779275068.3099723,-5.0,1.0,-5.0,0,0,0,10.100888327208288,13.738916486233752,13.711337050420857,13.7630492893651
1779275068.313358,-5.0,1.0,-5.0,0,0,0,10.100888327208288,13.738916486233752,13.711337050420857,13.763139605233146
1779275068.3163586,-5.0,1.0,-5.0,0,0,0,10.100888327208288,13.738916486233752,13.711337050420857,13.763139605233146
1779275068.9633791,-5.0,2.0,-5.0,0,0,0,10.100287749430985,13.732327573973203,13.716371075851436,13.763502614516252
1779275068.9670768,-5.0,2.0,-5.0,0,0,0,10.100287749430985,13.732327573973203,13.716462660664776,13.763321976522796
1779275068.9705575,-5.0,2.0,-5.0,0,0,0,10.100287749430985,13.732327573973203,13.716462660664776,13.763321976522796
1779275068.9735556,-5.0,2.0,-5.0,0,0,0,10.100354356325337,13.732327573973203,13.716462660664776,13.763321976522796
1779275068.9779334,-5.0,2.0,-5.0,0,0,0,10.100354356325337,13.732500677899816,13.716462660664776,13.763321976522796
1779275068.9811347,-5.0,2.0,-5.0,0,0,0,10.100354356325337,13.732500677899816,13.716191364921341,13.763321976522796
1779275069.7478564,-5.0,3.0,-5.0,0,0,0,10.099821519618034,13.725923299135076,13.720693842073487,13.76395769907197
