Time,Tx,Ty,Tz,Roll,Pitch,Yaw,S0_L0,S0_L1,S0_L2,S0_L3
1779272532.1472232,-5.0,-5.0,-5.0,0,0,0,13.789875649645687,13.705489384592951,13.688235828448647,13.798414999978172
1779272532.1526582,-5.0,-5.0,-5.0,0,0,0,13.789788554278683,13.705309887476472,13.688325408905929,13.798322593147837
1779272532.155656,-5.0,-5.0,-5.0,0,0,0,13.789788554278683,13.705309887476472,13.688325408905929,13.798414999978172
1779272532.1586573,-5.0,-5.0,-5.0,0,0,0,13.789788554278683,13.705309887476472,13.688325408905929,13.798414999978172
1779272532.1621687,-5.0,-5.0,-5.0,0,0,0,13.790062036503366,13.705309887476472,13.688325408905929,13.798414999978172
1779272532.1662986,-5.0,-5.0,-5.0,0,0,0,13.790062036503366,13.705480754843203,13.688325408905929,13.798414999978172
1779272533.1797912,-5.0,-4.0,-5.0,0,0,0,13.78951159649552,13.702433236993272,13.694974043406383,13.799143826001702
1779272533.1839306,-5.0,-4.0,-5.0,0,0,0,13.789875649645687,13.70269549752999,13.695065413999576,13.799051411849952
1779272533.1879268,-5.0,-4.0,-5.0,0,0,0,13.78978507048117,13.70269549752999,13.695065413999576,13.799051411849952
1779272533.1899266,-5.0,-4.0,-5.0,0,0,0,13.78978507048117,13.702604050566826,13.695065413999576,13.799051411849952
1779272533.1939287,-5.0,-4.0,-5.0,0,0,0,13.78978507048117,13.702604050566826,13.695065413999576,13.799051411849952
1779272533.1979282,-5.0,-4.0,-5.0,0,0,0,13.78978507048117,13.702604050566826,13.694874053993777,13.798686995281132
1779272534.1346006,-5.0,-3.0,-5.0,0,0,0,13.789424504577472,13.698743408448113,13.702433236993272,13.799415842855055
1779272534.1396027,-5.0,-3.0,-5.0,0,0,0,13.789328704420585,13.698924501289486,13.702522956855896,13.799503029446068
1779272534.1426122,-5.0,-3.0,-5.0,0,0,0,13.789328704420585,13.698743408448113,13.702522956855896,13.799503029446068
1779272534.1468663,-5.0,-3.0,-5.0,0,0,0,13.789328704420585,13.698743408448113,13.702433236993272,13.799598935650542
1779272534.1508732,-5.0,-3.0,-5.0,0,0,0,13.789328704420585,13.698743408448113,13.702433236993272,13.799598935650542
1779272534.153878,-5.0,-3.0,-5.0,0,0,0,13.789151041317616,13.698743408448113,13.702433236993272,13.799598935650542
1779272534.9669495,-5.0,-2.0,-5.0,0,0,0,13.78878701686141,13.693981093662714,13.710611715894132,13.800228453920443
1779272534.9699416,-5.0,-2.0,-5.0,0,0,0,13.78878701686141,13.693981093662714,13.71062035049046,13.800228453920443
1779272534.9729402,-5.0,-2.0,-5.0,0,0,0,13.78878701686141,13.693981093662714,13.71062035049046,13.800050580126317
1779272534.975943,-5.0,-2.0,-5.0,0,0,0,13.78878701686141,13.693981093662714,13.71062035049046,13.800050580126317
1779272534.979947,-5.0,-2.0,-5.0,0,0,0,13.788969898159559,13.694070730524448,13.71062035049046,13.800050580126317
1779272534.9829473,-5.0,-2.0,-5.0,0,0,0,13.788969898159559,13.694070730524448,13.71062035049046,13.800050580126317
1779272535.7785099,-5.0,-1.0,-5.0,0,0,0,13.788423006820015,13.688325408905929,13.718718010075506,13.8009609116615
1779272535.783521,-5.0,-1.0,-5.0,0,0,0,13.788241878007613,13.688406376614303,13.718807889928396,13.8009609116615
1779272535.7865176,-5.0,-1.0,-5.0,0,0,0,13.788241878007613,13.688406376614303,13.718807889928396,13.8009609116615
1779272535.7905183,-5.0,-1.0,-5.0,0,0,0,13.788241878007613,13.688144526195156,13.718807889928396,13.8009609116615
1779272535.7935307,-5.0,-1.0,-5.0,0,0,0,13.788241878007613,13.688144526195156,13.718718010075506,13.8009609116615
1779272535.7975278,-5.0,-1.0,-5.0,0,0,0,13.788241878007613,13.688144526195156,13.718718010075506,13.800779535741308
1779272536.7634535,-5.0,0.0,-5.0,0,0,0,13.787881372627348,13.6815111923954,13.726459556601794,13.801503316756694
1779272536.7689717,-5.0,0.0,-5.0,0,0,0,13.787877889552538,13.681330444735824,13.72619488366644,13.801503316756694
1779272536.774972,-5.0,0.0,-5.0,0,0,0,13.787877889552538,13.681592099651132,13.72619488366644,13.801503316756694
1779272536.7794685,-5.0,0.0,-5.0,0,0,0,13.787877889552538,13.681592099651132,13.7264682061733,13.801595755540697
